
2022-05-10  19.27.14    BenchmarkSAR    bin = 5    fee = 0.0015 - 0.002    2022-05-04 ~  (6) days

29124 loaded. (6 days)
0.001000 / 0.001000 / 0.014000 	 t = 0.0000 / 0.0200 	 c = 14 / 5 / 9 / 0.5556 	 h = -0.0203 / 0.0910 	 p = 0.05 	 avg = 0.00 	 % = 1.0811 / +4.0559
0.001100 / 0.001100 / 0.049000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.050000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.051000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.052000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.053000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.054000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.055000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.056000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.057000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.058000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.059000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.060000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.061000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.062000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.063000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.064000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.065000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.066000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.067000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.068000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.069000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.070000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.071000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.072000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.073000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.074000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.075000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.076000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.077000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.078000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.079000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.080000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.081000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.082000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.083000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.084000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.085000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.086000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.087000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.088000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.089000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.090000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.091000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.092000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.093000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.094000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.095000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.096000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.097000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.098000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001100 / 0.001100 / 0.099000 	 t = 0.0000 / 0.0200 	 c = 15 / 5 / 10 / 0.5000 	 h = -0.0203 / 0.1009 	 p = 0.06 	 avg = 0.00 	 % = 1.1061 / +5.3045
0.001200 / 0.001200 / 0.011000 	 t = 0.0000 / 0.0200 	 c = 17 / 5 / 12 / 0.4167 	 h = -0.0204 / 0.0915 	 p = 0.02 	 avg = 0.00 	 % = 1.0367 / +1.8335
0.001200 / 0.001200 / 0.012000 	 t = 0.0000 / 0.0200 	 c = 16 / 5 / 11 / 0.4545 	 h = -0.0204 / 0.0957 	 p = 0.04 	 avg = 0.00 	 % = 1.0645 / +3.2248
0.001200 / 0.001200 / 0.013000 	 t = 0.0000 / 0.0200 	 c = 16 / 5 / 11 / 0.4545 	 h = -0.0204 / 0.0979 	 p = 0.05 	 avg = 0.00 	 % = 1.0788 / +3.9408
0.001200 / 0.001200 / 0.014000 	 t = 0.0000 / 0.0200 	 c = 16 / 5 / 11 / 0.4545 	 h = -0.0204 / 0.1001 	 p = 0.07 	 avg = 0.00 	 % = 1.1108 / +5.5401
0.001200 / 0.001200 / 0.015000 	 t = 0.0000 / 0.0200 	 c = 18 / 6 / 12 / 0.5000 	 h = -0.0204 / 0.1000 	 p = 0.02 	 avg = 0.00 	 % = 1.0360 / +1.8000
0.001200 / 0.001200 / 0.016000 	 t = 0.0000 / 0.0200 	 c = 17 / 7 / 10 / 0.7000 	 h = -0.0204 / 0.0990 	 p = 0.04 	 avg = 0.00 	 % = 1.0776 / +3.8797
0.001200 / 0.001200 / 0.017000 	 t = 0.0000 / 0.0200 	 c = 17 / 6 / 11 / 0.5455 	 h = -0.0204 / 0.1007 	 p = 0.04 	 avg = 0.00 	 % = 1.0719 / +3.5944
0.001200 / 0.001200 / 0.018000 	 t = 0.0000 / 0.0200 	 c = 19 / 7 / 12 / 0.5833 	 h = -0.0204 / 0.0984 	 p = 0.02 	 avg = 0.00 	 % = 1.0327 / +1.6375
0.001200 / 0.001200 / 0.019000 	 t = 0.0000 / 0.0200 	 c = 19 / 7 / 12 / 0.5833 	 h = -0.0204 / 0.0987 	 p = 0.02 	 avg = 0.00 	 % = 1.0338 / +1.6912
0.001200 / 0.001200 / 0.020000 	 t = 0.0000 / 0.0200 	 c = 19 / 6 / 13 / 0.4615 	 h = -0.0204 / 0.0994 	 p = 0.00 	 avg = 0.00 	 % = 1.0122 / +0.6077
0.001200 / 0.001200 / 0.021000 	 t = 0.0000 / 0.0200 	 c = 19 / 6 / 13 / 0.4615 	 h = -0.0204 / 0.0996 	 p = 0.01 	 avg = 0.00 	 % = 1.0247 / +1.2362
0.001200 / 0.001200 / 0.022000 	 t = 0.0000 / 0.0200 	 c = 19 / 6 / 13 / 0.4615 	 h = -0.0204 / 0.1001 	 p = 0.01 	 avg = 0.00 	 % = 1.0260 / +1.2985
0.001200 / 0.001200 / 0.024000 	 t = 0.0000 / 0.0200 	 c = 19 / 6 / 13 / 0.4615 	 h = -0.0204 / 0.1024 	 p = 0.02 	 avg = 0.00 	 % = 1.0345 / +1.7243
0.001200 / 0.001200 / 0.025000 	 t = 0.0000 / 0.0200 	 c = 19 / 6 / 13 / 0.4615 	 h = -0.0204 / 0.1040 	 p = 0.02 	 avg = 0.00 	 % = 1.0381 / +1.9031
0.001200 / 0.001200 / 0.026000 	 t = 0.0000 / 0.0200 	 c = 19 / 6 / 13 / 0.4615 	 h = -0.0204 / 0.1048 	 p = 0.02 	 avg = 0.00 	 % = 1.0431 / +2.1555
0.001300 / 0.001300 / 0.012000 	 t = 0.0000 / 0.0200 	 c = 18 / 6 / 12 / 0.5000 	 h = -0.0204 / 0.0779 	 p = 0.03 	 avg = 0.00 	 % = 1.0476 / +2.3792
0.001300 / 0.001300 / 0.013000 	 t = 0.0000 / 0.0200 	 c = 18 / 6 / 12 / 0.5000 	 h = -0.0204 / 0.0799 	 p = 0.03 	 avg = 0.00 	 % = 1.0597 / +2.9852
0.001300 / 0.001300 / 0.014000 	 t = 0.0000 / 0.0200 	 c = 18 / 7 / 11 / 0.6364 	 h = -0.0204 / 0.0834 	 p = 0.05 	 avg = 0.00 	 % = 1.0845 / +4.2262
0.001300 / 0.001300 / 0.015000 	 t = 0.0000 / 0.0200 	 c = 20 / 7 / 13 / 0.5385 	 h = -0.0204 / 0.0848 	 p = 0.00 	 avg = 0.00 	 % = 1.0175 / +0.8750
0.001300 / 0.001300 / 0.016000 	 t = 0.0000 / 0.0200 	 c = 19 / 8 / 11 / 0.7273 	 h = -0.0204 / 0.0844 	 p = 0.03 	 avg = 0.00 	 % = 1.0577 / +2.8870
0.001300 / 0.001300 / 0.019000 	 t = 0.0000 / 0.0200 	 c = 21 / 8 / 13 / 0.6154 	 h = -0.0204 / 0.0810 	 p = 0.00 	 avg = 0.00 	 % = 1.0108 / +0.5377
0.001300 / 0.001300 / 0.020000 	 t = 0.0000 / 0.0200 	 c = 21 / 8 / 13 / 0.6154 	 h = -0.0204 / 0.0818 	 p = 0.01 	 avg = 0.00 	 % = 1.0267 / +1.3367
0.001300 / 0.001300 / 0.021000 	 t = 0.0000 / 0.0200 	 c = 21 / 8 / 13 / 0.6154 	 h = -0.0204 / 0.0818 	 p = 0.01 	 avg = 0.00 	 % = 1.0277 / +1.3870
0.001300 / 0.001300 / 0.022000 	 t = 0.0000 / 0.0200 	 c = 21 / 8 / 13 / 0.6154 	 h = -0.0204 / 0.0818 	 p = 0.01 	 avg = 0.00 	 % = 1.0294 / +1.4691
0.001300 / 0.001300 / 0.023000 	 t = 0.0000 / 0.0200 	 c = 21 / 8 / 13 / 0.6154 	 h = -0.0204 / 0.0818 	 p = 0.01 	 avg = 0.00 	 % = 1.0295 / +1.4745
0.001300 / 0.001300 / 0.024000 	 t = 0.0000 / 0.0200 	 c = 21 / 8 / 13 / 0.6154 	 h = -0.0204 / 0.0818 	 p = 0.01 	 avg = 0.00 	 % = 1.0295 / +1.4726
0.001400 / 0.001400 / 0.011000 	 t = 0.0000 / 0.0200 	 c = 18 / 6 / 12 / 0.5000 	 h = -0.0203 / 0.0735 	 p = 0.02 	 avg = 0.00 	 % = 1.0367 / +1.8365
0.001400 / 0.001400 / 0.012000 	 t = 0.0000 / 0.0200 	 c = 18 / 5 / 13 / 0.3846 	 h = -0.0204 / 0.0779 	 p = 0.02 	 avg = 0.00 	 % = 1.0396 / +1.9814
0.001400 / 0.001400 / 0.013000 	 t = 0.0000 / 0.0200 	 c = 18 / 7 / 11 / 0.6364 	 h = -0.0204 / 0.0800 	 p = 0.04 	 avg = 0.00 	 % = 1.0688 / +3.4400
0.001400 / 0.001400 / 0.014000 	 t = 0.0000 / 0.0200 	 c = 18 / 7 / 11 / 0.6364 	 h = -0.0204 / 0.0834 	 p = 0.05 	 avg = 0.00 	 % = 1.0859 / +4.2947
0.001400 / 0.001400 / 0.015000 	 t = 0.0000 / 0.0200 	 c = 20 / 7 / 13 / 0.5385 	 h = -0.0204 / 0.0848 	 p = 0.00 	 avg = 0.00 	 % = 1.0163 / +0.8166
0.001400 / 0.001400 / 0.016000 	 t = 0.0000 / 0.0200 	 c = 19 / 8 / 11 / 0.7273 	 h = -0.0204 / 0.0854 	 p = 0.04 	 avg = 0.00 	 % = 1.0782 / +3.9076
0.001400 / 0.001400 / 0.017000 	 t = 0.0000 / 0.0200 	 c = 21 / 7 / 14 / 0.5000 	 h = -0.0204 / 0.0848 	 p = 0.01 	 avg = 0.00 	 % = 1.0192 / +0.9617
0.001400 / 0.001400 / 0.018000 	 t = 0.0000 / 0.0200 	 c = 21 / 7 / 14 / 0.5000 	 h = -0.0204 / 0.0814 	 p = 0.00 	 avg = 0.00 	 % = 1.0162 / +0.8118
0.001400 / 0.001400 / 0.019000 	 t = 0.0000 / 0.0200 	 c = 21 / 7 / 14 / 0.5000 	 h = -0.0204 / 0.0834 	 p = 0.01 	 avg = 0.00 	 % = 1.0236 / +1.1799
0.001400 / 0.001400 / 0.020000 	 t = 0.0000 / 0.0200 	 c = 21 / 7 / 14 / 0.5000 	 h = -0.0204 / 0.0834 	 p = 0.01 	 avg = 0.00 	 % = 1.0300 / +1.5009
0.001400 / 0.001400 / 0.021000 	 t = 0.0000 / 0.0200 	 c = 21 / 7 / 14 / 0.5000 	 h = -0.0204 / 0.0841 	 p = 0.00 	 avg = 0.00 	 % = 1.0136 / +0.6793
0.001400 / 0.001400 / 0.022000 	 t = 0.0000 / 0.0200 	 c = 21 / 7 / 14 / 0.5000 	 h = -0.0204 / 0.0841 	 p = 0.00 	 avg = 0.00 	 % = 1.0166 / +0.8305
0.001400 / 0.001400 / 0.023000 	 t = 0.0000 / 0.0200 	 c = 21 / 7 / 14 / 0.5000 	 h = -0.0204 / 0.0841 	 p = 0.01 	 avg = 0.00 	 % = 1.0187 / +0.9368
0.001500 / 0.001500 / 0.010000 	 t = 0.0000 / 0.0200 	 c = 18 / 6 / 12 / 0.5000 	 h = -0.0204 / 0.0698 	 p = 0.00 	 avg = 0.00 	 % = 1.0168 / +0.8414
0.001500 / 0.001500 / 0.011000 	 t = 0.0000 / 0.0200 	 c = 18 / 6 / 12 / 0.5000 	 h = -0.0203 / 0.0738 	 p = 0.03 	 avg = 0.00 	 % = 1.0544 / +2.7204
0.001500 / 0.001500 / 0.012000 	 t = 0.0000 / 0.0200 	 c = 18 / 5 / 13 / 0.3846 	 h = -0.0204 / 0.0781 	 p = 0.03 	 avg = 0.00 	 % = 1.0586 / +2.9305
0.001500 / 0.001500 / 0.013000 	 t = 0.0000 / 0.0200 	 c = 18 / 8 / 10 / 0.8000 	 h = -0.0203 / 0.0802 	 p = 0.05 	 avg = 0.00 	 % = 1.0887 / +4.4358
0.001500 / 0.001500 / 0.014000 	 t = 0.0000 / 0.0200 	 c = 18 / 8 / 10 / 0.8000 	 h = -0.0203 / 0.0839 	 p = 0.06 	 avg = 0.00 	 % = 1.1086 / +5.4319
0.001600 / 0.001600 / 0.010000 	 t = 0.0000 / 0.0200 	 c = 18 / 6 / 12 / 0.5000 	 h = -0.0204 / 0.0698 	 p = 0.01 	 avg = 0.00 	 % = 1.0279 / +1.3973
0.001600 / 0.001600 / 0.011000 	 t = 0.0000 / 0.0200 	 c = 18 / 7 / 11 / 0.6364 	 h = -0.0203 / 0.0738 	 p = 0.04 	 avg = 0.00 	 % = 1.0688 / +3.4406
0.001600 / 0.001600 / 0.012000 	 t = 0.0000 / 0.0200 	 c = 20 / 8 / 12 / 0.6667 	 h = -0.0204 / 0.1393 	 p = 0.12 	 avg = 0.01 	 % = 1.2197 / +10.9837
0.001600 / 0.001600 / 0.013000 	 t = 0.0000 / 0.0200 	 c = 20 / 9 / 11 / 0.8182 	 h = -0.0203 / 0.1438 	 p = 0.09 	 avg = 0.00 	 % = 1.1605 / +8.0269
0.001600 / 0.001600 / 0.014000 	 t = 0.0000 / 0.0200 	 c = 18 / 7 / 11 / 0.6364 	 h = -0.0203 / 0.0844 	 p = 0.01 	 avg = 0.00 	 % = 1.0291 / +1.4572
0.001600 / 0.001600 / 0.023000 	 t = 0.0000 / 0.0200 	 c = 22 / 7 / 15 / 0.4667 	 h = -0.0204 / 0.0844 	 p = 0.00 	 avg = 0.00 	 % = 1.0182 / +0.9113
0.001600 / 0.001600 / 0.024000 	 t = 0.0000 / 0.0200 	 c = 22 / 7 / 15 / 0.4667 	 h = -0.0204 / 0.0844 	 p = 0.01 	 avg = 0.00 	 % = 1.0197 / +0.9843
0.001700 / 0.001700 / 0.010000 	 t = 0.0000 / 0.0200 	 c = 18 / 7 / 11 / 0.6364 	 h = -0.0204 / 0.0698 	 p = 0.02 	 avg = 0.00 	 % = 1.0367 / +1.8367
0.001700 / 0.001700 / 0.011000 	 t = 0.0000 / 0.0200 	 c = 19 / 9 / 10 / 0.9000 	 h = -0.0203 / 0.1470 	 p = 0.15 	 avg = 0.01 	 % = 1.2672 / +13.3610
0.001700 / 0.001700 / 0.012000 	 t = 0.0000 / 0.0200 	 c = 20 / 8 / 12 / 0.6667 	 h = -0.0204 / 0.1396 	 p = 0.14 	 avg = 0.01 	 % = 1.2429 / +12.1442
0.001700 / 0.001700 / 0.013000 	 t = 0.0000 / 0.0200 	 c = 20 / 9 / 11 / 0.8182 	 h = -0.0203 / 0.1440 	 p = 0.09 	 avg = 0.00 	 % = 1.1622 / +8.1093
0.001700 / 0.001700 / 0.014000 	 t = 0.0000 / 0.0200 	 c = 20 / 8 / 12 / 0.6667 	 h = -0.0203 / 0.1468 	 p = 0.10 	 avg = 0.01 	 % = 1.1848 / +9.2420
0.001700 / 0.001700 / 0.015000 	 t = 0.0000 / 0.0200 	 c = 22 / 9 / 13 / 0.6923 	 h = -0.0204 / 0.1512 	 p = 0.14 	 avg = 0.01 	 % = 1.2486 / +12.4289
0.001700 / 0.001700 / 0.016000 	 t = 0.0000 / 0.0200 	 c = 22 / 8 / 14 / 0.5714 	 h = -0.0204 / 0.1551 	 p = 0.13 	 avg = 0.01 	 % = 1.2393 / +11.9670
0.001700 / 0.001700 / 0.017000 	 t = 0.0000 / 0.0200 	 c = 21 / 8 / 13 / 0.6154 	 h = -0.0203 / 0.1580 	 p = 0.09 	 avg = 0.00 	 % = 1.1603 / +8.0133
0.001700 / 0.001700 / 0.018000 	 t = 0.0000 / 0.0200 	 c = 23 / 8 / 15 / 0.5333 	 h = -0.0203 / 0.1076 	 p = 0.02 	 avg = 0.00 	 % = 1.0446 / +2.2322
0.001700 / 0.001700 / 0.019000 	 t = 0.0000 / 0.0200 	 c = 23 / 7 / 16 / 0.4375 	 h = -0.0203 / 0.1096 	 p = 0.01 	 avg = 0.00 	 % = 1.0293 / +1.4665
0.001700 / 0.001700 / 0.020000 	 t = 0.0000 / 0.0200 	 c = 23 / 8 / 15 / 0.5333 	 h = -0.0204 / 0.0848 	 p = 0.01 	 avg = 0.00 	 % = 1.0248 / +1.2400
0.001700 / 0.001700 / 0.021000 	 t = 0.0000 / 0.0200 	 c = 23 / 8 / 15 / 0.5333 	 h = -0.0203 / 0.0836 	 p = 0.01 	 avg = 0.00 	 % = 1.0290 / +1.4494
0.001700 / 0.001700 / 0.022000 	 t = 0.0000 / 0.0200 	 c = 24 / 8 / 16 / 0.5000 	 h = -0.0203 / 0.0855 	 p = 0.06 	 avg = 0.00 	 % = 1.1095 / +5.4770
0.001700 / 0.001700 / 0.023000 	 t = 0.0000 / 0.0200 	 c = 24 / 8 / 16 / 0.5000 	 h = -0.0203 / 0.0855 	 p = 0.07 	 avg = 0.00 	 % = 1.1179 / +5.8928
0.001700 / 0.001700 / 0.024000 	 t = 0.0000 / 0.0200 	 c = 24 / 8 / 16 / 0.5000 	 h = -0.0203 / 0.0862 	 p = 0.08 	 avg = 0.00 	 % = 1.1321 / +6.6071
0.001700 / 0.001700 / 0.025000 	 t = 0.0000 / 0.0200 	 c = 24 / 8 / 16 / 0.5000 	 h = -0.0203 / 0.0872 	 p = 0.08 	 avg = 0.00 	 % = 1.1452 / +7.2613
0.001700 / 0.001700 / 0.026000 	 t = 0.0000 / 0.0200 	 c = 25 / 8 / 17 / 0.4706 	 h = -0.0203 / 0.0873 	 p = 0.06 	 avg = 0.00 	 % = 1.1072 / +5.3595
0.001700 / 0.001700 / 0.027000 	 t = 0.0000 / 0.0200 	 c = 25 / 8 / 17 / 0.4706 	 h = -0.0203 / 0.0873 	 p = 0.06 	 avg = 0.00 	 % = 1.1088 / +5.4405
0.001700 / 0.001700 / 0.028000 	 t = 0.0000 / 0.0200 	 c = 25 / 8 / 17 / 0.4706 	 h = -0.0203 / 0.0873 	 p = 0.07 	 avg = 0.00 	 % = 1.1133 / +5.6629
0.001700 / 0.001700 / 0.029000 	 t = 0.0000 / 0.0200 	 c = 25 / 8 / 17 / 0.4706 	 h = -0.0203 / 0.0873 	 p = 0.07 	 avg = 0.00 	 % = 1.1162 / +5.8084
0.001700 / 0.001700 / 0.030000 	 t = 0.0000 / 0.0200 	 c = 25 / 8 / 17 / 0.4706 	 h = -0.0203 / 0.0873 	 p = 0.07 	 avg = 0.00 	 % = 1.1177 / +5.8834
0.001700 / 0.001700 / 0.031000 	 t = 0.0000 / 0.0200 	 c = 25 / 8 / 17 / 0.4706 	 h = -0.0203 / 0.0873 	 p = 0.07 	 avg = 0.00 	 % = 1.1190 / +5.9502
