
2022-05-09  23.27.34    BenchmarkSAR    bin = 15    fee = 0.0015 - 0.003    2022-03-16 ~  (54) days

9654 loaded. (54 days)
0.001000 / 0.001000 / 0.010000 	 t = 0.0000 / 0.0100 	 c = 41 / 8 / 33 / 0.2424 	 h = -0.0101 / 0.1325 	 p = 0.07 	 avg = 0.00 	 % = 1.1117 / +11.1686
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.06999999,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.0749999955,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.08,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.085,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.09,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.0950000063,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.100000009,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.105000012,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.110000014,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.115000017,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.12000002,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.125000015,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.13000001,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.135,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.14,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.145,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.149999991,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.154999986,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.159999982,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.164999977,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.169999972,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.174999967,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.179999962,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.184999958,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.189999953,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.194999948,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.00250000018,
    "step1": 0.00250000018,
    "max1": 0.199999943,
    "stopLoss": 0.01,
    "tryCount": 101.0,
    "succeedCount": 26.0,
    "failedCount": 75.0,
    "successRate": 0.346666664,
    "minHeight": -0.0100958468,
    "maxHeight": 0.1667223,
    "totalProfit": 0.0182291828,
    "avgProfit": 0.000180486953,
    "finalPercent": 1.108224,
    "score": 10.8224039
  },
  {
    "bin1": 15.0,
    "start1": 0.009500001,
    "step1": 0.009500001,
    "max1": 0.0299999975,
    "stopLoss": 0.02,
    "tryCount": 160.0,
    "succeedCount": 64.0,
    "failedCount": 96.0,
    "successRate": 0.6666667,
    "minHeight": -0.0203993525,
    "maxHeight": 0.17219986,
    "totalProfit": 0.05312851,
    "avgProfit": 0.0003320532,
    "finalPercent": 1.10865378,
    "score": 5.432689
  },
  {
    "bin1": 15.0,
    "start1": 0.0130000012,
    "step1": 0.0130000012,
    "max1": 0.0349999964,
    "stopLoss": 0.0299999975,
    "tryCount": 188.0,
    "succeedCount": 82.0,
    "failedCount": 106.0,
    "successRate": 0.7735849,
    "minHeight": -0.0308539942,
    "maxHeight": 0.172905833,
    "totalProfit": 0.0148426071,
    "avgProfit": 7.895004E-05,
    "finalPercent": 1.10904825,
    "score": 3.63494182
  },
  {
    "bin1": 15.0,
    "start1": 0.00750000076,
    "step1": 0.00750000076,
    "max1": 0.0299999975,
    "stopLoss": 0.01,
    "tryCount": 154.0,
    "succeedCount": 54.0,
    "failedCount": 100.0,
    "successRate": 0.54,
    "minHeight": -0.0100992806,
    "maxHeight": 0.17085427,
    "totalProfit": 0.0368721969,
    "avgProfit": 0.00023942985,
    "finalPercent": 1.11148274,
    "score": 11.1482744
  },
  {
    "bin1": 15.0,
    "start1": 0.0065000006,
    "step1": 0.0065000006,
    "max1": 0.0399999954,
    "stopLoss": 0.02,
    "tryCount": 166.0,
    "succeedCount": 71.0,
    "failedCount": 95.0,
    "successRate": 0.7473684,
    "minHeight": -0.0203975569,
    "maxHeight": 0.162596181,
    "totalProfit": 0.04261588,
    "avgProfit": 0.000256722153,
    "finalPercent": 1.11160052,
    "score": 5.580026
  },
  {
    "bin1": 15.0,
    "start1": 0.001,
    "step1": 0.001,
    "max1": 0.01,
    "stopLoss": 0.01,
    "tryCount": 41.0,
    "succeedCount": 8.0,
    "failedCount": 33.0,
    "successRate": 0.24242425,
    "minHeight": -0.01009383,
    "maxHeight": 0.13252835,
    "totalProfit": 0.0677671954,
    "avgProfit": 0.00165285845,
    "finalPercent": 1.11168575,
    "score": 11.1685753
  },
  {
    "bin1": 15.0,
    "start1": 0.0174999982,
    "step1": 0.0174999982,
    "max1": 0.0349999964,
    "stopLoss": 0.02,
    "tryCount": 196.0,
    "succeedCount": 84.0,
    "failedCount": 112.0,
    "successRate": 0.75,
    "minHeight": -0.0204055924,
    "maxHeight": 0.173299745,
    "totalProfit": 0.0325207263,
    "avgProfit": 0.000165922072,
    "finalPercent": 1.11203074,
    "score": 5.601537
  },
  {
    "bin1": 15.0,
    "start1": 0.0130000012,
    "step1": 0.0130000012,
    "max1": 0.0349999964,
    "stopLoss": 0.0449999943,
    "tryCount": 188.0,
    "succeedCount": 83.0,
    "failedCount": 105.0,
    "successRate": 0.7904762,
    "minHeight": -0.0426382422,
    "maxHeight": 0.172905833,
    "totalProfit": 0.0178426038,
    "avgProfit": 9.490747E-05,
    "finalPercent": 1.11345315,
    "score": 2.52118134
  },
  {
    "bin1": 15.0,
    "start1": 0.0130000012,
    "step1": 0.0130000012,
    "max1": 0.0349999964,
    "stopLoss": 0.0499999933,
    "tryCount": 188.0,
    "succeedCount": 83.0,
    "failedCount": 105.0,
    "successRate": 0.7904762,
    "minHeight": -0.0426382422,
    "maxHeight": 0.172905833,
    "totalProfit": 0.0178426038,
    "avgProfit": 9.490747E-05,
    "finalPercent": 1.11345315,
    "score": 2.26906323
  },
  {
    "bin1": 15.0,
    "start1": 0.00750000076,
    "step1": 0.00750000076,
    "max1": 0.0349999964,
    "stopLoss": 0.0349999964,
    "tryCount": 164.0,
    "succeedCount": 74.0,
    "failedCount": 90.0,
    "successRate": 0.822222233,
    "minHeight": -0.0361628719,
    "maxHeight": 0.170016751,
    "totalProfit": 0.0357090756,
    "avgProfit": 0.00021773827,
    "finalPercent": 1.11409009,
    "score": 3.259717
  },
  {
    "bin1": 15.0,
    "start1": 0.00600000052,
    "step1": 0.00600000052,
    "max1": 0.0349999964,
    "stopLoss": 0.01,
    "tryCount": 151.0,
    "succeedCount": 52.0,
    "failedCount": 99.0,
    "successRate": 0.5252525,
    "minHeight": -0.0100997025,
    "maxHeight": 0.165551841,
    "totalProfit": 0.0462890267,
    "avgProfit": 0.00030654986,
    "finalPercent": 1.11474669,
    "score": 11.4746695
  },
  {
    "bin1": 15.0,
    "start1": 0.00450000027,
    "step1": 0.00450000027,
    "max1": 0.0399999954,
    "stopLoss": 0.0349999964,
    "tryCount": 130.0,
    "succeedCount": 55.0,
    "failedCount": 75.0,
    "successRate": 0.733333349,
    "minHeight": -0.0362026468,
    "maxHeight": 0.168811634,
    "totalProfit": 0.0347792134,
    "avgProfit": 0.000267532421,
    "finalPercent": 1.11551237,
    "score": 3.30035377
  },
  {
    "bin1": 15.0,
    "start1": 0.0140000014,
    "step1": 0.0140000014,
    "max1": 0.0399999954,
    "stopLoss": 0.0299999975,
    "tryCount": 210.0,
    "succeedCount": 87.0,
    "failedCount": 123.0,
    "successRate": 0.707317054,
    "minHeight": -0.03084206,
    "maxHeight": 0.171202958,
    "totalProfit": 0.03521555,
    "avgProfit": 0.000167693084,
    "finalPercent": 1.11605453,
    "score": 3.86848474
  },
  {
    "bin1": 15.0,
    "start1": 0.00600000052,
    "step1": 0.00600000052,
    "max1": 0.06999999,
    "stopLoss": 0.02,
    "tryCount": 180.0,
    "succeedCount": 73.0,
    "failedCount": 107.0,
    "successRate": 0.682243,
    "minHeight": -0.0204029586,
    "maxHeight": 0.196655512,
    "totalProfit": 0.0610014759,
    "avgProfit": 0.00033889708,
    "finalPercent": 1.11639607,
    "score": 5.81980371
  },
  {
    "bin1": 15.0,
    "start1": 0.00500000035,
    "step1": 0.00500000035,
    "max1": 0.06999999,
    "stopLoss": 0.02,
    "tryCount": 161.0,
    "succeedCount": 65.0,
    "failedCount": 96.0,
    "successRate": 0.6770833,
    "minHeight": -0.0204033218,
    "maxHeight": 0.191073224,
    "totalProfit": 0.03726722,
    "avgProfit": 0.000231473416,
    "finalPercent": 1.11666286,
    "score": 5.833143
  },
  {
    "bin1": 15.0,
    "start1": 0.00550000044,
    "step1": 0.00550000044,
    "max1": 0.0399999954,
    "stopLoss": 0.0399999954,
    "tryCount": 151.0,
    "succeedCount": 71.0,
    "failedCount": 80.0,
    "successRate": 0.8875,
    "minHeight": -0.0416377522,
    "maxHeight": 0.169202477,
    "totalProfit": 0.05534925,
    "avgProfit": 0.0003665513,
    "finalPercent": 1.117073,
    "score": 2.92682672
  },
  {
    "bin1": 15.0,
    "start1": 0.012000001,
    "step1": 0.012000001,
    "max1": 0.0399999954,
    "stopLoss": 0.0299999975,
    "tryCount": 204.0,
    "succeedCount": 85.0,
    "failedCount": 119.0,
    "successRate": 0.714285731,
    "minHeight": -0.03084206,
    "maxHeight": 0.170416385,
    "totalProfit": 0.0393542163,
    "avgProfit": 0.000192912819,
    "finalPercent": 1.11713064,
    "score": 3.90435481
  },
  {
    "bin1": 15.0,
    "start1": 0.0085,
    "step1": 0.0085,
    "max1": 0.0299999975,
    "stopLoss": 0.015,
    "tryCount": 156.0,
    "succeedCount": 62.0,
    "failedCount": 94.0,
    "successRate": 0.659574449,
    "minHeight": -0.0152190626,
    "maxHeight": 0.171442941,
    "totalProfit": 0.0444438271,
    "avgProfit": 0.000284896319,
    "finalPercent": 1.1171695,
    "score": 7.81130028
  },
  {
    "bin1": 15.0,
    "start1": 0.00600000052,
    "step1": 0.00600000052,
    "max1": 0.0399999954,
    "stopLoss": 0.02,
    "tryCount": 157.0,
    "succeedCount": 66.0,
    "failedCount": 91.0,
    "successRate": 0.725274742,
    "minHeight": -0.0204024985,
    "maxHeight": 0.169398,
    "totalProfit": 0.04079394,
    "avgProfit": 0.000259834022,
    "finalPercent": 1.1175437,
    "score": 5.877185
  },
  {
    "bin1": 15.0,
    "start1": 0.0179999974,
    "step1": 0.0179999974,
    "max1": 0.0349999964,
    "stopLoss": 0.02,
    "tryCount": 196.0,
    "succeedCount": 84.0,
    "failedCount": 112.0,
    "successRate": 0.75,
    "minHeight": -0.0204055924,
    "maxHeight": 0.173299745,
    "totalProfit": 0.0368201062,
    "avgProfit": 0.000187857688,
    "finalPercent": 1.11829209,
    "score": 5.91460466
  },
  {
    "bin1": 15.0,
    "start1": 0.0130000012,
    "step1": 0.0130000012,
    "max1": 0.0349999964,
    "stopLoss": 0.0399999954,
    "tryCount": 188.0,
    "succeedCount": 83.0,
    "failedCount": 105.0,
    "successRate": 0.7904762,
    "minHeight": -0.0399733521,
    "maxHeight": 0.172905833,
    "totalProfit": 0.0214426033,
    "avgProfit": 0.0001140564,
    "finalPercent": 1.11899376,
    "score": 2.97484422
  },
  {
    "bin1": 15.0,
    "start1": 0.00700000068,
    "step1": 0.00700000068,
    "max1": 0.0349999964,
    "stopLoss": 0.0299999975,
    "tryCount": 160.0,
    "succeedCount": 72.0,
    "failedCount": 88.0,
    "successRate": 0.8181818,
    "minHeight": -0.0308766272,
    "maxHeight": 0.167977244,
    "totalProfit": 0.03676517,
    "avgProfit": 0.000229782308,
    "finalPercent": 1.11943841,
    "score": 3.98128057
  },
  {
    "bin1": 15.0,
    "start1": 0.011500001,
    "step1": 0.011500001,
    "max1": 0.0399999954,
    "stopLoss": 0.0449999943,
    "tryCount": 204.0,
    "succeedCount": 87.0,
    "failedCount": 117.0,
    "successRate": 0.743589759,
    "minHeight": -0.04460125,
    "maxHeight": 0.1700235,
    "totalProfit": 0.0349497423,
    "avgProfit": 0.000171322259,
    "finalPercent": 1.12052023,
    "score": 2.67822766
  },
  {
    "bin1": 15.0,
    "start1": 0.011500001,
    "step1": 0.011500001,
    "max1": 0.0399999954,
    "stopLoss": 0.0499999933,
    "tryCount": 204.0,
    "succeedCount": 87.0,
    "failedCount": 117.0,
    "successRate": 0.743589759,
    "minHeight": -0.04460125,
    "maxHeight": 0.1700235,
    "totalProfit": 0.0349497423,
    "avgProfit": 0.000171322259,
    "finalPercent": 1.12052023,
    "score": 2.410405
  },
  {
    "bin1": 15.0,
    "start1": 0.00550000044,
    "step1": 0.00550000044,
    "max1": 0.0399999954,
    "stopLoss": 0.01,
    "tryCount": 151.0,
    "succeedCount": 54.0,
    "failedCount": 97.0,
    "successRate": 0.556701,
    "minHeight": -0.0100899916,
    "maxHeight": 0.169202477,
    "totalProfit": 0.052249182,
    "avgProfit": 0.0003460211,
    "finalPercent": 1.12093389,
    "score": 12.0933895
  },
  {
    "bin1": 15.0,
    "start1": 0.011500001,
    "step1": 0.011500001,
    "max1": 0.0399999954,
    "stopLoss": 0.02,
    "tryCount": 204.0,
    "succeedCount": 85.0,
    "failedCount": 119.0,
    "successRate": 0.714285731,
    "minHeight": -0.02040556,
    "maxHeight": 0.1700235,
    "totalProfit": 0.0414497033,
    "avgProfit": 0.000203184827,
    "finalPercent": 1.12139082,
    "score": 6.069541
  },
  {
    "bin1": 15.0,
    "start1": 0.0110000009,
    "step1": 0.0110000009,
    "max1": 0.0299999975,
    "stopLoss": 0.01,
    "tryCount": 171.0,
    "succeedCount": 59.0,
    "failedCount": 112.0,
    "successRate": 0.526785731,
    "minHeight": -0.0100973239,
    "maxHeight": 0.172593087,
    "totalProfit": 0.0567944869,
    "avgProfit": 0.000332131516,
    "finalPercent": 1.1231643,
    "score": 12.31643
  },
  {
    "bin1": 15.0,
    "start1": 0.00500000035,
    "step1": 0.00500000035,
    "max1": 0.0399999954,
    "stopLoss": 0.015,
    "tryCount": 145.0,
    "succeedCount": 56.0,
    "failedCount": 89.0,
    "successRate": 0.6292135,
    "minHeight": -0.0152261527,
    "maxHeight": 0.169007018,
    "totalProfit": 0.037938986,
    "avgProfit": 0.00026164818,
    "finalPercent": 1.12388361,
    "score": 8.258907
  },
  {
    "bin1": 15.0,
    "start1": 0.00450000027,
    "step1": 0.00450000027,
    "max1": 0.0449999943,
    "stopLoss": 0.0499999933,
    "tryCount": 134.0,
    "succeedCount": 56.0,
    "failedCount": 78.0,
    "successRate": 0.717948735,
    "minHeight": -0.04996117,
    "maxHeight": 0.166137382,
    "totalProfit": 0.0417500027,
    "avgProfit": 0.0003115672,
    "finalPercent": 1.1244086,
    "score": 2.48817229
  },
  {
    "bin1": 15.0,
    "start1": 0.0184999965,
    "step1": 0.0184999965,
    "max1": 0.0349999964,
    "stopLoss": 0.02,
    "tryCount": 196.0,
    "succeedCount": 84.0,
    "failedCount": 112.0,
    "successRate": 0.75,
    "minHeight": -0.0204055924,
    "maxHeight": 0.173299745,
    "totalProfit": 0.0419207029,
    "avgProfit": 0.00021388114,
    "finalPercent": 1.12571871,
    "score": 6.285936
  },
  {
    "bin1": 15.0,
    "start1": 0.011500001,
    "step1": 0.011500001,
    "max1": 0.0399999954,
    "stopLoss": 0.0399999954,
    "tryCount": 204.0,
    "succeedCount": 87.0,
    "failedCount": 117.0,
    "successRate": 0.743589759,
    "minHeight": -0.03994142,
    "maxHeight": 0.1700235,
    "totalProfit": 0.0384497419,
    "avgProfit": 0.000188479127,
    "finalPercent": 1.12600267,
    "score": 3.150067
  },
  {
    "bin1": 15.0,
    "start1": 0.008,
    "step1": 0.008,
    "max1": 0.0299999975,
    "stopLoss": 0.02,
    "tryCount": 154.0,
    "succeedCount": 65.0,
    "failedCount": 89.0,
    "successRate": 0.7303371,
    "minHeight": -0.0203966014,
    "maxHeight": 0.171246648,
    "totalProfit": 0.0559769943,
    "avgProfit": 0.000363486964,
    "finalPercent": 1.12687123,
    "score": 6.34356165
  },
  {
    "bin1": 15.0,
    "start1": 0.001,
    "step1": 0.001,
    "max1": 0.0249999985,
    "stopLoss": 0.01,
    "tryCount": 49.0,
    "succeedCount": 10.0,
    "failedCount": 39.0,
    "successRate": 0.256410271,
    "minHeight": -0.01009383,
    "maxHeight": 0.15255475,
    "totalProfit": 0.0500089042,
    "avgProfit": 0.00102058984,
    "finalPercent": 1.128064,
    "score": 12.8064041
  },
  {
    "bin1": 15.0,
    "start1": 0.00600000052,
    "step1": 0.00600000052,
    "max1": 0.0399999954,
    "stopLoss": 0.0299999975,
    "tryCount": 157.0,
    "succeedCount": 69.0,
    "failedCount": 88.0,
    "successRate": 0.784090936,
    "minHeight": -0.0308119357,
    "maxHeight": 0.169398,
    "totalProfit": 0.0424940065,
    "avgProfit": 0.000270662451,
    "finalPercent": 1.12837279,
    "score": 4.27909327
  },
  {
    "bin1": 15.0,
    "start1": 0.00500000035,
    "step1": 0.00500000035,
    "max1": 0.0399999954,
    "stopLoss": 0.0249999985,
    "tryCount": 145.0,
    "succeedCount": 60.0,
    "failedCount": 85.0,
    "successRate": 0.7058824,
    "minHeight": -0.0256381556,
    "maxHeight": 0.169007018,
    "totalProfit": 0.0606389642,
    "avgProfit": 0.00041819975,
    "finalPercent": 1.12853289,
    "score": 5.141316
  },
  {
    "bin1": 15.0,
    "start1": 0.00500000035,
    "step1": 0.00500000035,
    "max1": 0.0749999955,
    "stopLoss": 0.02,
    "tryCount": 161.0,
    "succeedCount": 65.0,
    "failedCount": 96.0,
    "successRate": 0.6770833,
    "minHeight": -0.0204033218,
    "maxHeight": 0.191073224,
    "totalProfit": 0.0477737971,
    "avgProfit": 0.000296731654,
    "finalPercent": 1.12896752,
    "score": 6.448376
  },
  {
    "bin1": 15.0,
    "start1": 0.0125000011,
    "step1": 0.0125000011,
